unique_id,channel_name,category,sub_category,customer_remarks,order_date_time,issue_reported_at,issue_responded,Survey_response_Date,Product_category,Item_price,Agent_name,Supervisor,Manager,tenure_bucket,agent_shift,CSAT_Score,response_time_minutes
1b5e07a9-546e-4d14-9d48-7d631d77be07,Outcall,Returns,Missing,,,"2023-08-01 14:57:00","2023-08-01 15:54:00",01-Aug-23,,,"Jennifer Morales","William Park","John Smith",31-60,Morning,5,57
1b6c25cc-c645-4c05-a4fb-f0f801e90b67,Outcall,Returns,Missing,Good,,"2023-08-03 11:32:00","2023-08-03 11:34:00",03-Aug-23,,,"Tammy Mcneil","Austin Johnson","Michael Lee",0-30,Morning,5,2
1b7d81a4-8474-4961-8de5-31dc24591d11,Inbound,Returns,"Return request",,,"2023-08-01 19:58:00","2023-08-01 20:01:00",01-Aug-23,,,"Nicole Hicks","Jackson Park","Michael Lee",>90,Evening,5,3
1b8abce2-0992-412c-932a-cd897ca56c78,Outcall,Returns,"Fraudulent User",,,"2023-08-02 18:57:00","2023-08-02 19:10:00",02-Aug-23,,,"Glenda Powell","Madison Kim","Emily Chen",>90,Split,5,13
1b9b9162-5fe4-46a2-a5bc-6f6212ef8759,Inbound,Returns,"Service Centres Related",,"04/03/2023 14:47","2023-08-02 11:39:00","2023-08-02 11:41:00",02-Aug-23,Electronics,999,"William Little MD","Evelyn Kimura","John Smith",0-30,Morning,5,2
1ba5b793-a265-45c9-a48e-61154d3c9693,Outcall,Returns,"Reverse Pickup Enquiry",,"26/07/2023 11:01","2023-07-31 18:50:00","2023-08-01 16:46:00",01-Aug-23,LifeStyle,995,"Christina Lewis","Aiden Patel","John Smith",>90,Evening,4,1316
1bacfa69-53a4-4a5d-ad38-f9b3c07fdf52,Inbound,"Refund Related","Refund Enquiry",,"22/07/2023 08:42","2023-08-01 11:34:00","2023-08-01 11:36:00",01-Aug-23,Home,275,"Summer Mitchell","Sophia Sato","John Smith",0-30,Morning,5,2
1bb50b47-f8b2-43ab-b011-e1992b7898fd,Inbound,Returns,"Exchange / Replacement","Nice to talk with you Miss  , After some Lil long conversation make me smile on my face with your resolution.Thank you. ",,"2023-08-02 19:19:00","2023-08-02 19:21:00",02-Aug-23,,,"Sara Campbell","Logan Lee","Emily Chen",61-90,Evening,5,2
1bb9955f-ce39-415c-a24c-f1d09803eefa,Inbound,"Order Related",Installation/demo,,"28/12/2022 12:38","2023-08-01 00:28:00","2023-08-01 01:40:00",01-Aug-23,Electronics,1299,"Stacey Stokes","Elijah Yamaguchi","Emily Chen",61-90,Evening,5,72
1bbefbec-9c4d-4e41-88ac-81744fa43d0f,Inbound,"Refund Related","COD Refund Details",,,"2023-08-02 07:31:00","2023-08-02 07:38:00",02-Aug-23,,,"Rachel Peters","Aiden Patel","John Smith",>90,Morning,5,7
1bc094c4-b3f0-4854-b75a-0491bbd763ab,Outcall,"Shopzilla Related","General Enquiry",,,"2023-08-01 13:09:00","2023-08-01 13:12:00",01-Aug-23,,,"Patricia Anderson","Brayden Wong","John Smith",>90,Morning,5,3
1bcb0c7d-c7f2-4351-aa45-793b8bebcd31,Inbound,Returns,"Return request","Good ",,"2023-08-01 14:30:00","2023-08-01 14:42:00",01-Aug-23,,,"Tina Carroll","Layla Taniguchi","Emily Chen",>90,Morning,5,12
1bcc137f-b2cc-4a81-b3fa-38a30fba4292,Outcall,"Refund Related","Refund Related Issues",,,"2023-08-01 21:57:00","2023-08-01 21:59:00",01-Aug-23,,,"David Garcia","Sophia Sato","John Smith",>90,Split,5,2
1bcea5ca-2dd0-4b98-b32b-a46c160b2d1c,Inbound,"Order Related",Delayed,,,"2023-08-01 13:37:00","2023-08-01 13:38:00",01-Aug-23,,,"Judith Wyatt","Evelyn Kimura","John Smith",0-30,Morning,1,1
1c352043-a2cd-403d-82b7-fc1aa7aac9f2,Inbound,"Shopzilla Related","Shopzila Premium Related",,,"2023-08-01 18:00:00","2023-08-01 18:01:00",01-Aug-23,,,"Julie Williams","Zoe Yamamoto","William Kim","On Job Training",Morning,5,1
1c50e64b-6b94-493a-9f0d-a452e367a6f5,Inbound,Returns,"Reverse Pickup Enquiry",,,"2023-08-01 20:31:00","2023-08-01 20:31:00",01-Aug-23,,,"Christina Chavez","Carter Park","Michael Lee",>90,Evening,5,0
1c677460-04b4-4bfa-94b4-e530ecfe88bf,Inbound,Cancellation,"Not Needed",,,"2023-08-01 08:45:00","2023-08-01 08:47:00",01-Aug-23,,,"Molly Wright","Mia Patel","John Smith",>90,Morning,5,2
1c742b87-50e7-49db-8755-7a154eca0eee,Inbound,"Order Related",Delayed,,"16/07/2023 18:06","2023-08-01 14:02:00","2023-08-01 14:08:00",01-Aug-23,"Home Appliences",3474,"Dana Bridges","Mason Gupta","Jennifer Nguyen","On Job Training",Morning,5,6
1c7c8d1d-b9a5-41b2-a307-f67a4fb5d5db,Inbound,"Order Related",Delayed,"Your customer exicutive not receive call in full day",,"2023-08-01 19:32:00","2023-08-01 19:39:00",01-Aug-23,,,"Eric Bowen","Amelia Tanaka","Michael Lee",31-60,Evening,1,7
1c7d51bb-7ecc-4f09-a7b4-87a9cb0a5fed,Inbound,"Refund Related","Refund Enquiry","They put my call on hold but after sometime they disconnected without any information.",,"2023-08-02 12:12:00","2023-08-02 12:16:00",02-Aug-23,,,"Jessica Powell","Carter Park","Jennifer Nguyen","On Job Training",Morning,1,4
1c83398f-fb5f-4bdc-b98d-410d8f526e3d,Inbound,Returns,"Reverse Pickup Enquiry",,,"2023-08-01 20:20:00","2023-08-01 20:21:00",01-Aug-23,,,"Mario Simpson","Nathan Patel","Jennifer Nguyen","On Job Training",Evening,5,1
1c87dcac-4357-4d08-b3d1-f9b43a66b39f,Email,Cancellation,"Not Needed","Good ","07/07/2023 09:22","2023-08-02 08:13:00","2023-08-02 08:14:00",02-Aug-23,Electronics,1499,"Richard Smith","Mason Gupta","Jennifer Nguyen","On Job Training",Morning,5,1
1c935eea-da06-468a-aeba-17fc813a95b8,Inbound,Returns,"Reverse Pickup Enquiry",,,"2023-08-02 21:30:00","2023-08-02 22:17:00",02-Aug-23,,,"Shari Martinez","Logan Lee","Emily Chen",0-30,Evening,5,47
1c94b46d-1a92-496a-9ae2-c6fccf803e2d,Outcall,Cancellation,"Not Needed",Good,,"2023-08-01 01:51:00","2023-08-01 02:20:00",01-Aug-23,,,"Anthony Cook","Noah Patel","Michael Lee",31-60,Night,4,29
1ca3bbc6-67f6-4520-a419-7a53c6d0759b,Inbound,Returns,"Reverse Pickup Enquiry","Nyc talkng","19/07/2023 22:41","2023-08-01 21:50:00","2023-08-01 21:55:00",01-Aug-23,Home,1376,"Carla Burke","Amelia Tanaka","Michael Lee",31-60,Evening,5,5
1ca903a2-daf1-4d9c-b516-78d07b17ceb5,Outcall,Cancellation,"Not Needed","Good service ",,"2023-08-03 23:05:00","2023-08-03 23:12:00",03-Aug-23,,,"Gina Richards","Logan Lee","Emily Chen",61-90,Evening,5,7
1cb2c5e5-97e1-465a-bd6e-117bc5e7e2ed,Inbound,Returns,"Return request",,,"2023-08-01 22:51:00","2023-08-01 22:52:00",01-Aug-23,,,"Kimberly Bryan","Emily Yamashita","Michael Lee",31-60,Morning,5,1
1cb4dde1-eaa6-4352-af12-ed54ae44fc14,Outcall,Returns,"Product related Issues",,,"2023-08-02 19:36:00","2023-08-02 20:06:00",02-Aug-23,,,"Karen Smith","Lucas Singh","John Smith",>90,Evening,5,30
1cc3392b-48e2-479b-be2a-8bd7e548e393,Inbound,"Order Related","Unable to track","Good ",,"2023-08-02 07:16:00","2023-08-02 07:17:00",02-Aug-23,,,"Christopher Murphy","Scarlett Chen","John Smith",0-30,Morning,5,1
1ce97b58-8c0e-44ac-935c-5275bcfb2eda,Outcall,"Payments related","Payment related Queries",,"31/07/2023 20:12","2023-07-31 20:34:00","2023-08-01 12:16:00",01-Aug-23,LifeStyle,4199,"Carla Morgan","Nathan Patel","Emily Chen",0-30,Evening,4,942
1cfdd3a6-3678-47c7-adfd-d92f885829f9,Inbound,"Order Related","Priority delivery",,,"2023-08-01 23:06:00","2023-08-02 09:47:00",02-Aug-23,,,"Christopher Dean","Aiden Patel","Olivia Tan","On Job Training",Evening,5,641
1cfde5b9-6112-44fc-8f3b-892196137a62,Email,Returns,"Fraudulent User",,,"2023-08-01 15:13:00","2023-08-01 18:39:00",01-Aug-23,,,"Desiree Newton","Emma Park","John Smith",0-30,Morning,5,206
1d03de9f-4748-4f26-b42b-726e6cde53f2,Inbound,Returns,"Service Centres Related",,,"2023-08-03 12:54:00","2023-08-03 12:58:00",03-Aug-23,,,"Mr. Albert Clark DDS","Olivia Suzuki","Jennifer Nguyen","On Job Training",Morning,5,4
1d06f65d-5443-457a-a8a4-ec7f26a98460,Inbound,Returns,"Return request",,"23/07/2023 22:57","2023-07-31 21:02:00","2023-08-01 05:38:00",01-Aug-23,LifeStyle,699,"Scott Murphy","Olivia Wang","Emily Chen",31-60,Evening,5,516
1d0717c1-6e9a-487f-bd75-7077b22b7ced,Inbound,"Order Related","Order status enquiry",,,"2023-08-01 23:39:00","2023-08-01 23:42:00",01-Aug-23,,,"Elizabeth Collins","Madison Kim","Michael Lee",31-60,Evening,4,3
1d18740a-e23d-41ac-baf8-585a0231ba0e,Inbound,Feedback,"UnProfessional Behaviour","Customer care services is very good",,"2023-08-02 17:56:00","2023-08-02 17:59:00",02-Aug-23,,,"Elizabeth Macias","Lily Chen","Michael Lee",>90,Evening,5,3
1d4f6725-abeb-4d73-9591-6f4226a63c69,Inbound,"Order Related",Installation/demo,,,"2023-08-01 10:57:00","2023-08-01 11:04:00",01-Aug-23,,,"Douglas Savage","Jackson Park","John Smith",>90,Morning,5,7
1d51e709-cf06-4698-841f-48d6f884c8e1,Outcall,Returns,"Reverse Pickup Enquiry",Nice,,"2023-08-02 18:44:00","2023-08-02 19:06:00",02-Aug-23,,,"Robert Lara","Brayden Wong","John Smith",31-60,Evening,5,22
1d649f6a-93e0-4292-b171-0e31689e63f7,Outcall,Cancellation,"Not Needed","Customer support not able to solve any concern.",,"2023-08-03 13:20:00","2023-08-03 14:07:00",03-Aug-23,,,"Stephanie Thompson","Emma Park","John Smith",31-60,Morning,1,47
1d731483-08d6-48de-86e3-ee10d7c09782,Inbound,Returns,"Service Centres Related",,,"2023-08-02 19:39:00","2023-08-02 19:46:00",02-Aug-23,,,"Michael Newman","Landon Tanaka","John Smith",>90,Split,5,7
1d765499-9430-475e-9cff-f7017986f3a3,Inbound,Returns,"Reverse Pickup Enquiry",,"26/07/2023 07:06","2023-08-01 11:51:00","2023-08-01 11:51:00",01-Aug-23,"Books & General merchandise",1199,"Angela Brown","Zoe Yamamoto","Emily Chen",>90,Split,5,0
1d895afa-581c-432d-8fb8-e9bcbfee4f0a,Outcall,"Refund Related","Refund Related Issues",,"12/07/2023 20:38","2023-08-02 11:56:00","2023-08-02 11:57:00",02-Aug-23,LifeStyle,1263,"Chad Nielsen","Emma Park","John Smith",>90,Morning,4,1
1d8fe91c-e544-4cb2-9047-135841e97005,Inbound,"Order Related","Unable to track",,,"2023-08-01 16:26:00","2023-08-01 16:26:00",01-Aug-23,,,"Colleen Savage","Ava Wong","William Kim","On Job Training",Evening,5,0
1da794c5-0bf0-4314-8b29-cb633d6a23d2,Inbound,"Shopzilla Related","General Enquiry",,,"2023-08-02 18:35:00","2023-08-02 18:36:00",02-Aug-23,,,"Michelle Banks","Nathan Patel","Michael Lee",>90,Night,4,1
1dc26198-24a3-47b2-87b1-d369e2f8f4e5,Inbound,Returns,"Reverse Pickup Enquiry",,,"2023-08-03 20:59:00","2023-08-03 21:23:00",03-Aug-23,,,"David Garcia","Sophia Sato","John Smith",>90,Split,5,24
1dee154f-472c-42e3-b228-af34a59accbc,Outcall,"Shopzilla Related","General Enquiry","So I am happy for solve my problem thankyou so much sir ",,"2023-08-02 16:44:00","2023-08-02 16:49:00",02-Aug-23,,,"Janet Jackson","Nathan Patel","Michael Lee",>90,Night,5,5
1dfa803a-9e9a-4796-93e8-940fd1114067,Inbound,"Order Related",Installation/demo,,,"2023-08-01 10:52:00","2023-08-01 10:58:00",01-Aug-23,,,"Matthew Rodriguez","Isabella Wong","Emily Chen",>90,Morning,5,6
1e04e177-7c53-45c7-8c51-d8dbd472ec6c,Inbound,"Order Related","Invoice request",,,"2023-08-01 21:05:00","2023-08-01 21:46:00",01-Aug-23,,,"Michele Kramer","William Park","John Smith",61-90,Evening,5,41
1e0d166a-2d4d-421f-b1e9-313c30247e19,Inbound,Returns,"Reverse Pickup Enquiry","Good at customer relations.",,"2023-08-01 19:05:00","2023-08-01 19:07:00",01-Aug-23,,,"John Green","Jackson Park","William Kim","On Job Training",Evening,5,2
1e0f6462-219e-4f50-9256-a6f554a53894,Inbound,"Order Related","Order Verification","Good working Shopzilla team","27/07/2023 17:53","2023-08-02 18:28:00","2023-08-02 18:29:00",02-Aug-23,Electronics,999,"Stanley Moss","Elijah Yamaguchi","Emily Chen",>90,Morning,5,1
1e3fc277-c467-474d-89a6-047b4b45f2fd,Inbound,Returns,Wrong,,,"2023-08-01 20:36:00","2023-08-01 21:42:00",01-Aug-23,,,"Carolyn Reese","Madison Kim","Michael Lee",31-60,Evening,5,66
1e419098-b696-4b7e-8f7a-faa8a7a34f05,Inbound,Returns,Wrong,,,"2023-08-02 21:32:00","2023-08-02 21:35:00",02-Aug-23,,,"Amy Gonzalez","Logan Lee","Emily Chen",61-90,Evening,5,3
1e58d8a4-0f81-45c9-b0e1-8db4bdc4386f,Inbound,Returns,"Technician Visit","Should take action fast..thank u",,"2023-08-02 07:12:00","2023-08-02 07:17:00",02-Aug-23,,,"Dominique Roberts","Ava Wong","Olivia Tan",>90,Morning,5,5
1e624a84-62c9-4f77-8908-faffa4b9afdc,Outcall,Returns,"Fraudulent User",,,"2023-08-02 10:54:00","2023-08-02 10:56:00",02-Aug-23,,,"Deanna Wright","Jackson Park","William Kim","On Job Training",Morning,5,2
1e760150-bd61-48b7-bde8-690139feaea2,Inbound,Returns,"Service Centres Related",,,"2023-08-02 13:00:00","2023-08-02 13:05:00",02-Aug-23,,,"Kathryn Vasquez","Noah Patel","Michael Lee",>90,Morning,5,5
1e89a08c-cf3d-465f-987d-93d4d7b7e06c,Inbound,Returns,"Return request","Pls look into customer trust ,because customer trust you brand.",,"2023-08-03 22:47:00","2023-08-03 22:50:00",03-Aug-23,,,"Haley Chambers DDS","Brayden Wong","John Smith",>90,Evening,5,3
1e8eb6de-faad-4f90-a794-fb4be4b1e296,Inbound,Returns,"Reverse Pickup Enquiry","Very Good ",,"2023-08-02 09:14:00","2023-08-02 09:32:00",02-Aug-23,,,"Mark Wilson","Scarlett Chen","John Smith",0-30,Morning,5,18
1e968269-dbd8-4166-8a9f-8d72de0cca9e,Inbound,"Order Related","Seller Cancelled Order",,,"2023-08-02 17:05:00","2023-08-02 17:12:00",02-Aug-23,,,"Megan Henderson","Logan Lee","Emily Chen",61-90,Evening,5,7
1e9f65e8-aff7-4434-8018-0981484fe108,Outcall,Returns,"Return request","I have interacted with the most nice customer executive so far. It was a great experience with Shopzilla. Thank you.",,"2023-08-02 23:14:00","2023-08-02 23:16:00",02-Aug-23,,,"Robert Lara","Brayden Wong","John Smith",31-60,Evening,5,2
1ea2ffd4-edf1-4153-b4b9-0a7f33ab207d,Inbound,"Product Queries","Product Specific Information",,,"2023-08-02 08:34:00","2023-08-02 08:37:00",02-Aug-23,,,"Lauren Martin","Mason Gupta","Jennifer Nguyen","On Job Training",Morning,5,3
1ebfdf1e-3c05-4712-96b1-a3d5446bb4de,Inbound,Returns,"Reverse Pickup Enquiry",,"23/06/2023 20:37","2023-08-02 17:42:00","2023-08-02 17:44:00",02-Aug-23,Furniture,18899,"Morgan Zavala","Nathan Patel","Emily Chen",0-30,Evening,5,2
1ec1a898-1f7d-4fbd-882d-0fa182914a72,Inbound,Returns,"Reverse Pickup Enquiry",,,"2023-08-01 21:53:00","2023-08-02 08:54:00",02-Aug-23,,,"Angela Brown","Zoe Yamamoto","Emily Chen",>90,Split,5,661
1ed214f3-d259-4851-876c-7b3079bdec0c,Inbound,Returns,"Reverse Pickup Enquiry",,,"2023-08-01 16:01:00","2023-08-01 16:03:00",01-Aug-23,,,"Fred Newman","Amelia Tanaka","Michael Lee",>90,Morning,5,2
1ed7302e-f47f-4024-9dd5-9865f12fea01,Outcall,"Order Related","Order status enquiry",,"26/07/2023 12:47","2023-08-03 09:28:00","2023-08-03 09:31:00",03-Aug-23,Mobile,29999,"David Steele","Mason Gupta","Jennifer Nguyen","On Job Training",Morning,5,3
1eec8704-368e-4b07-8f9b-9908d5378267,Inbound,Feedback,"UnProfessional Behaviour",,,"2023-08-01 15:18:00","2023-08-01 15:44:00",01-Aug-23,,,"Tyler Arroyo","Scarlett Chen","John Smith",0-30,Morning,5,26
1ef76b69-52ef-44a1-a2a9-c4c7146d7dc0,Inbound,"Order Related",Installation/demo,,,"2023-08-01 21:16:00","2023-08-02 08:20:00",02-Aug-23,,,"Brittany Thornton","Ethan Nakamura","Emily Chen",0-30,Evening,1,664
1f0e4393-e55a-4eac-9610-728e39ccae56,Inbound,Returns,"Reverse Pickup Enquiry",,,"2023-08-01 19:56:00","2023-08-01 21:43:00",01-Aug-23,,,"Russell Ramsey","Zoe Yamamoto","Emily Chen",>90,Afternoon,5,107
1f134a1a-95f3-4dbf-95c6-3f19cc1f7d01,Outcall,Returns,"Return request","Don't inlist unathenticated sellers on Shopzilla, refund is not matter, Time is more valuable than money and as same trust on Shopzilla is getting effected ",,"2023-08-02 13:19:00","2023-08-02 13:24:00",02-Aug-23,,,"David Meza MD","Olivia Suzuki","John Smith",31-60,Morning,5,5
1f16deb8-1c38-40e6-917d-4dcd4960638f,Inbound,Returns,Wrong,,,"2023-08-02 13:09:00","2023-08-02 13:12:00",02-Aug-23,,,"Michelle Christensen","Nathan Patel","Michael Lee",>90,Afternoon,5,3
1f1dc6ae-0289-472a-8fd2-739d37a53c95,Inbound,"Shopzilla Related","Signup Issues",,,"2023-08-02 09:33:00","2023-08-02 09:34:00",02-Aug-23,,,"John Buchanan","Noah Patel","Emily Chen",>90,Split,5,1
1f234415-9298-4ec9-9e41-67be6ef927c0,Inbound,Returns,"Reverse Pickup Enquiry","Very good ",,"2023-08-02 11:56:00","2023-08-02 12:00:00",02-Aug-23,,,"Jennifer Hernandez","Lily Chen","Michael Lee",>90,Morning,5,4
1f34ab87-758b-4c99-9437-8085f577784d,Outcall,"Order Related",Delayed,,"20/07/2023 15:48","2023-08-02 07:38:00","2023-08-02 07:47:00",02-Aug-23,"Books & General merchandise",1638,"Gordon Jones","Austin Johnson","Michael Lee",0-30,Morning,5,9
1f3ca7c2-f7c0-4945-be91-40c4863adff4,Inbound,Returns,"Reverse Pickup Enquiry",,,"2023-08-02 10:09:00","2023-08-02 10:11:00",02-Aug-23,,,"Ronald Garcia","Elijah Yamaguchi","Emily Chen",>90,Morning,5,2
1f464e78-1395-4d34-8f0f-3bcccadbd9d3,Outcall,Returns,"Reverse Pickup Enquiry","No comments ",,"2023-08-02 14:47:00","2023-08-02 14:54:00",02-Aug-23,,,"Ruben Horton","Elijah Yamaguchi","Emily Chen",61-90,Morning,1,7
1f466510-d9f1-4c27-bf60-cd5a240d5ac2,Outcall,Returns,"Return request",,,"2023-08-02 23:36:00","2023-08-02 23:45:00",02-Aug-23,,,"Lisa Thompson DVM","Carter Park","Michael Lee",>90,Evening,5,9
1f56ee96-38b9-4cf4-b597-10f4d90cfe6e,Inbound,Returns,"Reverse Pickup Enquiry",,"26/07/2023 12:48","2023-07-30 11:45:00","2023-08-01 10:16:00",01-Aug-23,LifeStyle,779,"Hunter Hoffman","Brayden Wong","John Smith",>90,Morning,5,2791
1f71b9b3-a7e1-40de-8680-87a15ee7c8a4,Email,"Order Related",Delayed,Ok,"17/07/2023 11:31","2023-08-02 09:04:00","2023-08-02 09:06:00",02-Aug-23,"Books & General merchandise",65,"Betty Schmidt","Evelyn Kimura","John Smith",0-30,Morning,5,2
1f76d5e1-811e-498d-b425-2cbc3360bc18,Inbound,Returns,"Reverse Pickup Enquiry",,,"2023-08-01 18:29:00","2023-08-01 18:49:00",01-Aug-23,,,"Mark Black","Sophia Sato","John Smith",>90,Afternoon,3,20
1f7cbd77-07ce-4a7e-85ba-415dc9aeee91,Inbound,"Order Related","Invoice request",,,"2023-08-01 21:18:00","2023-08-01 22:01:00",01-Aug-23,,,"Brandy Shea","Carter Park","Michael Lee",>90,Evening,5,43
1f862d7d-774e-41d2-91fb-29ed1f03c4d6,Inbound,"Order Related",Installation/demo,,,"2023-08-02 00:40:00","2023-08-02 00:44:00",02-Aug-23,,,"Michael Pitts","William Park","John Smith",31-60,Evening,1,4
1fa3b60a-2987-44d3-97e2-5f49c51e806b,Inbound,"Order Related",Delayed,,,"2023-08-01 11:02:00","2023-08-01 11:05:00",01-Aug-23,,,"Erika Black","Scarlett Chen","John Smith",0-30,Morning,5,3
1fa666c5-b3fa-4f36-849f-a3e44675fcd3,Inbound,App/website,"App/website Related",,,"2023-08-02 22:14:00","2023-08-02 23:16:00",02-Aug-23,,,"Regina Harper","Harper Wong","William Kim","On Job Training",Evening,5,62
1fa9695b-e245-498d-8497-7071c874186b,Email,Returns,"Fraudulent User",,"28/07/2023 16:50","2023-08-01 14:04:00","2023-08-01 14:06:00",01-Aug-23,"Books & General merchandise",586,"Timothy Grant","William Park","John Smith",31-60,Morning,5,2
1fb4279d-73e9-4fc0-9cf0-911352af120f,Outcall,Returns,Missing,"Nice work by your site sir,i hope you are a genius person, Shopzilla company have a good workers, thanks for my question slove ",,"2023-08-02 11:41:00","2023-08-02 11:55:00",02-Aug-23,,,"Jennifer Duke","Mia Patel","John Smith",31-60,Morning,5,14
1fb5aec3-577f-4f0b-8d66-590f6ad6ddd8,Inbound,Returns,"Fraudulent User",,,"2023-08-02 01:08:00","2023-08-02 01:19:00",02-Aug-23,,,"Micheal Wagner","Aiden Patel","John Smith",>90,Evening,5,11
1fbc9c09-5534-4129-b77b-e49437c106a9,Outcall,Returns,"Reverse Pickup Enquiry","Best platform in Shopzilla ",,"2023-08-02 06:54:00","2023-08-02 06:57:00",02-Aug-23,,,"Edward Moreno","Mia Patel","John Smith",>90,Morning,5,3
1fc31f7d-d52a-4a10-a4a1-0506cc3357fd,Inbound,"Payments related","Payment related Queries",,,"2023-08-01 14:09:00","2023-08-01 14:11:00",01-Aug-23,,,"Desiree Newton","Emma Park","John Smith",0-30,Morning,5,2
1fdda883-f996-4a33-887e-7cd0f33a36c0,Inbound,"Order Related",Delayed,,"26/07/2023 12:36","2023-08-02 14:20:00","2023-08-02 14:21:00",02-Aug-23,LifeStyle,493,"Andre Hunter","Lily Chen","Michael Lee",>90,Morning,4,1
1fdee421-ab3d-4ba4-98df-f6da56b4dceb,Outcall,"Order Related","Order status enquiry","Good ??",,"2023-08-01 14:47:00","2023-08-01 14:48:00",01-Aug-23,,,"Ariana Young","Abigail Suzuki","Jennifer Nguyen","On Job Training",Morning,5,1
1fe6bfe5-85cc-4d4d-ac48-0cfd046a195a,Inbound,"Order Related","Order status enquiry",,,"2023-08-01 19:50:00","2023-08-02 08:10:00",02-Aug-23,,,"Colleen Savage","Ava Wong","William Kim","On Job Training",Evening,5,740
1ff6ebb3-2507-4209-a23d-5ca43a4089e0,Outcall,Returns,"Reverse Pickup Enquiry",,,"2023-08-02 18:08:00","2023-08-02 18:12:00",02-Aug-23,,,"Brittany Nunez","Emily Yamashita","John Smith",61-90,Evening,5,4
1ff7e958-80e0-497b-ab01-f39ec5f4d97d,Inbound,"Order Related","Order status enquiry",,"31/07/2023 12:23","2023-08-01 00:53:00","2023-08-01 00:55:00",01-Aug-23,"Home Appliences",37999,"Benjamin Lewis","Nathan Patel","John Smith",31-60,Afternoon,5,2
200814dd-27c7-4149-ba2b-bd3af3092880,Inbound,"Order Related",Installation/demo,,,"2023-08-01 20:16:00","2023-08-01 20:38:00",01-Aug-23,,,"Duane Norman","Jackson Park","William Kim","On Job Training",Evening,5,22
201427c2-5caf-469b-a5a8-768b479e0764,Inbound,"Order Related",Delayed,,"30/07/2023 12:24","2023-08-01 20:41:00","2023-08-01 20:42:00",01-Aug-23,Mobile,13999,"Lindsey Smith","Nathan Patel","John Smith",>90,Afternoon,5,1
20205171-04cf-4b11-9acb-c409f2aa777b,Inbound,"Refund Related","Refund Enquiry",,,"2023-08-02 10:32:00","2023-08-02 10:45:00",02-Aug-23,,,"Kimberly Davidson","Noah Patel","Emily Chen",>90,Split,5,13
202ea241-ffeb-4be2-ab94-0f0c39f6638e,Inbound,Feedback,"UnProfessional Behaviour",,"15/03/2023 21:49","2023-08-01 11:56:00","2023-08-01 11:59:00",01-Aug-23,"Home Appliences",32990,"Mrs. Jordan Miller","Sophia Sato","John Smith",0-30,Morning,2,3
20356aa5-fe99-4753-90fb-f01941d959dc,Inbound,Returns,Missing,,,"2023-08-01 10:01:00","2023-08-01 10:02:00",01-Aug-23,,,"Mrs. Jennifer Stone","Dylan Kim","Michael Lee",>90,Morning,5,1
20472de3-3870-4d24-8a2e-39b4e98a8e1e,Outcall,"Payments related","Payment related Queries",,,"2023-08-01 12:20:00","2023-08-01 12:33:00",01-Aug-23,,,"John Barrett","Aiden Patel","John Smith",>90,Morning,5,13
20484924-32ab-4172-ac8b-b721c4fc4522,Inbound,Feedback,"UnProfessional Behaviour",,,"2023-08-02 18:50:00","2023-08-02 22:40:00",02-Aug-23,,,"Theresa Wilson","Emma Park","John Smith",31-60,Afternoon,5,230
204f53cb-1135-4594-968d-72167f680042,Outcall,Returns,Wrong,,,"2023-08-01 14:17:00","2023-08-01 14:33:00",01-Aug-23,,,"Melissa West","William Park","John Smith",31-60,Morning,1,16
2057c7df-27c0-41c5-b702-c5c54c93c953,Inbound,"Order Related","Priority delivery",,,"2023-08-02 19:07:00","2023-08-02 19:12:00",02-Aug-23,,,"Katrina Summers","Layla Taniguchi","Emily Chen",>90,Morning,5,5
205b655e-d090-4c37-8967-ad5cf0d442c7,Inbound,"Refund Related","Refund Enquiry",,"24/07/2023 00:38","2023-08-01 01:47:00","2023-08-01 01:50:00",01-Aug-23,LifeStyle,2719,"John Wells","Noah Patel","Michael Lee",61-90,Night,4,3
20605ae9-a93a-4bdd-b4aa-a2acc2ccbfcd,Inbound,Returns,"Exchange / Replacement",,,"2023-08-01 14:48:00","2023-08-01 15:19:00",01-Aug-23,,,"Michael Johnson","Nathan Patel","Michael Lee",>90,Split,5,31
20608d71-dba1-4578-a95b-73c72eef624c,Inbound,"Order Related","Order status enquiry","   bhut he good hai  Shopzilla ko  thankyou","28/07/2023 16:56","2023-07-31 09:56:00","2023-08-01 10:02:00",01-Aug-23,Electronics,1299,"Robert Smith","Carter Park","Michael Lee",31-60,Morning,4,1446
20629b8c-1a8f-4652-b660-bb1fe3a2de96,Inbound,"Order Related","Order status enquiry","Good ",,"2023-08-01 20:25:00","2023-08-01 20:35:00",01-Aug-23,,,"Patricia Duarte","Elijah Yamaguchi","Emily Chen",61-90,Evening,5,10
209c3ffa-a24b-43ba-ae73-22a29652b587,Inbound,Returns,"Reverse Pickup Enquiry",,,"2023-08-01 11:08:00","2023-08-01 11:21:00",01-Aug-23,,,"Adam Hammond","Olivia Suzuki","John Smith",31-60,Morning,3,13
20a15502-21c2-4c87-a3b3-1acb00cdd2b9,Inbound,Returns,"Return request",,"19/07/2023 13:29","2023-08-02 12:15:00","2023-08-02 12:19:00",02-Aug-23,Electronics,2499,"Brandy Johnson","Noah Patel","Michael Lee",>90,Morning,5,4
